Provinsi,kode_prov,Tahun,Bulan,nama_bulan,urutan,Jenis_Pendapatan,Anggaran,Realisasi,Persentase,Tanggal,Persentase_YTD
Bali,22,2023,1,Januari,19,Belanja Modal,4664237198756.0,4770798504.0,0.1,2023-01-01,0.1
Bali,22,2023,2,Februari,19,Belanja Modal,4664237198756.0,101442699939.0,2.28,2023-02-01,2.28
Bali,22,2023,3,Maret,19,Belanja Modal,4664237198756.0,147910972103.0,5.45,2023-03-01,5.45
Bali,22,2023,4,April,19,Belanja Modal,4664237198756.0,101092590082.0,7.62,2023-04-01,7.62
Bali,22,2023,5,Mei,19,Belanja Modal,4664237198756.0,0.0,7.62,2023-05-01,7.62
Bali,22,2023,6,Juni,19,Belanja Modal,4664237198756.0,156829968752.0,10.98,2023-06-01,10.98
Bali,22,2023,7,Juli,19,Belanja Modal,4664237198756.0,222165363372.45996,15.74,2023-07-01,15.74
Bali,22,2023,8,Agustus,19,Belanja Modal,4664237198756.0,307683635013.3401,22.34,2023-08-01,22.34
Bali,22,2023,9,September,19,Belanja Modal,4664237198756.0,247790276869.5,27.65,2023-09-01,27.65
Bali,22,2023,10,Oktober,19,Belanja Modal,4664237198756.0,385517298636.5,35.92,2023-10-01,35.92
Bali,22,2023,11,November,19,Belanja Modal,4664237198756.0,398981459770.59985,44.47,2023-11-01,44.47
Bali,22,2023,12,Desember,19,Belanja Modal,4664237198756.0,1470402418936.0,76.0,2023-12-01,76.0
Bali,22,2024,1,Januari,19,Belanja Modal,5636978933865.0,4011938484.0,0.07,2024-01-01,0.07
Bali,22,2024,2,Februari,19,Belanja Modal,5636978933865.0,56847654123.03,1.08,2024-02-01,1.08
Bali,22,2024,3,Maret,19,Belanja Modal,5636978933865.0,109780882711.57999,3.03,2024-03-01,3.03
Bali,22,2024,4,April,19,Belanja Modal,5636978933865.0,111746854458.87,5.01,2024-04-01,5.01
Bali,22,2024,5,Mei,19,Belanja Modal,5636978933865.0,210919059230.01,8.75,2024-05-01,8.75
Bali,22,2024,6,Juni,19,Belanja Modal,5636978933865.0,203619109563.02002,12.36,2024-06-01,12.36
Bali,22,2024,7,Juli,19,Belanja Modal,5636978933865.0,269466747138.51,17.14,2024-07-01,17.14
Bali,22,2024,8,Agustus,19,Belanja Modal,5636978933865.0,410299520358.98,24.42,2024-08-01,24.42
Bali,22,2024,9,September,19,Belanja Modal,5636978933865.0,292540604891.8999,29.61,2024-09-01,29.61
Bali,22,2024,10,Oktober,19,Belanja Modal,5636978933865.0,462914902089.1001,37.82,2024-10-01,37.82
Bali,22,2024,11,November,19,Belanja Modal,5636978933865.0,468202970366.7998,46.13,2024-11-01,46.13
Bali,22,2024,12,Desember,19,Belanja Modal,5636978933865.0,1838513801528.7002,78.75,2024-12-01,78.75
Bali,22,2025,1,Januari,19,Belanja Modal,7957953880001.0,20201700.0,0.0,2025-01-01,0.0
Bali,22,2025,2,Februari,19,Belanja Modal,7957953880001.0,14143775992.0,0.18,2025-02-01,0.18
Bali,22,2025,3,Maret,19,Belanja Modal,7957953880001.0,51095359277.0,0.82,2025-03-01,0.82
Bali,22,2025,4,April,19,Belanja Modal,7957953880001.0,122575668586.0,2.36,2025-04-01,2.36
Bali,22,2025,5,Mei,19,Belanja Modal,7957953880001.0,168006953987.38,4.47,2025-05-01,4.47
Bali,22,2025,6,Juni,19,Belanja Modal,7957953880001.0,271355280612.39,7.88,2025-06-01,7.88
Bali,22,2025,7,Juli,19,Belanja Modal,7957953880001.0,358397148351.78,12.39,2025-07-01,12.39
Bali,22,2025,8,Agustus,19,Belanja Modal,7957953880001.0,380933090945.25,17.17,2025-08-01,17.17
Bali,22,2025,9,September,19,Belanja Modal,7957953880001.0,425234408706.5,22.52,2025-09-01,22.52
Bali,22,2025,10,Oktober,19,Belanja Modal,7957953880001.0,712577562890.5999,31.47,2025-10-01,31.47
Bali,22,2025,11,November,19,Belanja Modal,7957953880001.0,524477935158.2002,38.06,2025-11-01,38.06
Bali,22,2025,12,Desember,19,Belanja Modal,7957953880001.0,2263912171023.9,66.51,2025-12-01,66.51
Bali,22,2023,1,Januari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,0.0,0.0,2023-01-01,0.0
Bali,22,2023,2,Februari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,0.0,0.0,2023-02-01,0.0
Bali,22,2023,3,Maret,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,453881924832.0,39.44,2023-03-01,39.44
Bali,22,2023,4,April,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,1432340723.0,39.56,2023-04-01,39.56
Bali,22,2023,5,Mei,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,0.0,39.56,2023-05-01,39.56
Bali,22,2023,6,Juni,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,8270720239.0,40.28,2023-06-01,40.28
Bali,22,2023,7,Juli,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,9221729261.950012,41.08,2023-07-01,41.08
Bali,22,2023,8,Agustus,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,768750000.0,41.15,2023-08-01,41.15
Bali,22,2023,9,September,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,14784251663.5,42.44,2023-09-01,42.44
Bali,22,2023,10,Oktober,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,1540335004.3999634,42.57,2023-10-01,42.57
Bali,22,2023,11,November,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,984452947.0,42.66,2023-11-01,42.66
Bali,22,2023,12,Desember,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,1150820631623.5,0.0,42.64,2023-12-01,42.64
Bali,22,2024,1,Januari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,0.0,0.0,2024-01-01,0.0
Bali,22,2024,2,Februari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,1153621044.0,0.19,2024-02-01,0.19
Bali,22,2024,3,Maret,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,555237447002.75,92.49,2024-03-01,92.49
Bali,22,2024,4,April,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,1000000000.0,92.65,2024-04-01,92.65
Bali,22,2024,5,Mei,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,618255179.0,92.76,2024-05-01,92.76
Bali,22,2024,6,Juni,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,411597670.1999512,92.83,2024-06-01,92.83
Bali,22,2024,7,Juli,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,3464888456.5,93.4,2024-07-01,93.4
Bali,22,2024,8,Agustus,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,2426348665.0,93.81,2024-08-01,93.81
Bali,22,2024,9,September,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,55101120067.27002,102.96,2024-09-01,102.96
Bali,22,2024,10,Oktober,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,2343590515.5,103.35,2024-10-01,103.35
Bali,22,2024,11,November,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,1571013095.0,103.62,2024-11-01,103.62
Bali,22,2024,12,Desember,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,601577946099.0,2307588000.0,104.0,2024-12-01,104.0
Bali,22,2025,1,Januari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,0.0,0.0,2025-01-01,0.0
Bali,22,2025,2,Februari,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,660258839949.5,93.99,2025-02-01,93.99
Bali,22,2025,3,Maret,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,2126612871.0,94.29,2025-03-01,94.29
Bali,22,2025,4,April,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,221082422.0,94.32,2025-04-01,94.32
Bali,22,2025,5,Mei,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,0.0,94.32,2025-05-01,94.32
Bali,22,2025,6,Juni,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,31590754169.0,98.82,2025-06-01,98.82
Bali,22,2025,7,Juli,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,3212318363.6500244,99.28,2025-07-01,99.28
Bali,22,2025,8,Agustus,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,2000000000.0,99.56,2025-08-01,99.56
Bali,22,2025,9,September,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,28500000000.0,103.62,2025-09-01,103.62
Bali,22,2025,10,Oktober,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,2843827337.0,104.02,2025-10-01,104.02
Bali,22,2025,11,November,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,3071275938.0,104.46,2025-11-01,104.46
Bali,22,2025,12,Desember,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,702484790433.0,29258242895.75,108.63,2025-12-01,108.63
Bali,22,2023,1,Januari,6,Lain-Lain PAD yang Sah,2742209302596.0,78723303677.33,2.87,2023-01-01,2.87
Bali,22,2023,2,Februari,6,Lain-Lain PAD yang Sah,2742209302596.0,140087173538.03998,7.98,2023-02-01,7.98
Bali,22,2023,3,Maret,6,Lain-Lain PAD yang Sah,2742209302596.0,172166625649.09003,14.26,2023-03-01,14.26
Bali,22,2023,4,April,6,Lain-Lain PAD yang Sah,2742209302596.0,136850777330.38,19.25,2023-04-01,19.25
Bali,22,2023,5,Mei,6,Lain-Lain PAD yang Sah,2742209302596.0,0.0,19.25,2023-05-01,19.25
Bali,22,2023,6,Juni,6,Lain-Lain PAD yang Sah,2742209302596.0,159222155960.72992,25.05,2023-06-01,25.05
Bali,22,2023,7,Juli,6,Lain-Lain PAD yang Sah,2742209302596.0,171891138046.05005,31.32,2023-07-01,31.32
Bali,22,2023,8,Agustus,6,Lain-Lain PAD yang Sah,2742209302596.0,198852282014.28003,38.57,2023-08-01,38.57
Bali,22,2023,9,September,6,Lain-Lain PAD yang Sah,2742209302596.0,155063059220.70007,44.23,2023-09-01,44.23
Bali,22,2023,10,Oktober,6,Lain-Lain PAD yang Sah,2742209302596.0,187964105179.2998,51.08,2023-10-01,51.08
Bali,22,2023,11,November,6,Lain-Lain PAD yang Sah,2742209302596.0,187085255681.0,57.91,2023-11-01,57.91
Bali,22,2023,12,Desember,6,Lain-Lain PAD yang Sah,2742209302596.0,264522625892.5,67.55,2023-12-01,67.55
Bali,22,2024,1,Januari,6,Lain-Lain PAD yang Sah,1896570168901.5,99820961748.7,5.26,2024-01-01,5.26
Bali,22,2024,2,Februari,6,Lain-Lain PAD yang Sah,1896570168901.5,148119865581.08002,13.07,2024-02-01,13.07
Bali,22,2024,3,Maret,6,Lain-Lain PAD yang Sah,1896570168901.5,155554585348.86002,21.28,2024-03-01,21.28
Bali,22,2024,4,April,6,Lain-Lain PAD yang Sah,1896570168901.5,150496102060.66003,29.21,2024-04-01,29.21
Bali,22,2024,5,Mei,6,Lain-Lain PAD yang Sah,1896570168901.5,201718892494.6599,39.85,2024-05-01,39.85
Bali,22,2024,6,Juni,6,Lain-Lain PAD yang Sah,1896570168901.5,291295553963.64,55.21,2024-06-01,55.21
Bali,22,2024,7,Juli,6,Lain-Lain PAD yang Sah,1896570168901.5,60050120814.29993,58.37,2024-07-01,58.37
Bali,22,2024,8,Agustus,6,Lain-Lain PAD yang Sah,1896570168901.5,176915664977.80005,67.7,2024-08-01,67.7
Bali,22,2024,9,September,6,Lain-Lain PAD yang Sah,1896570168901.5,69091670965.69995,71.34,2024-09-01,71.34
Bali,22,2024,10,Oktober,6,Lain-Lain PAD yang Sah,1896570168901.5,0.0,65.73,2024-10-01,65.73
Bali,22,2024,11,November,6,Lain-Lain PAD yang Sah,1896570168901.5,0.0,63.18,2024-11-01,63.18
Bali,22,2024,12,Desember,6,Lain-Lain PAD yang Sah,1896570168901.5,0.0,37.83,2024-12-01,37.83
Bali,22,2025,1,Januari,6,Lain-Lain PAD yang Sah,1291896949332.3,72069684392.89,5.58,2025-01-01,5.58
Bali,22,2025,2,Februari,6,Lain-Lain PAD yang Sah,1291896949332.3,67010660749.750015,10.77,2025-02-01,10.77
Bali,22,2025,3,Maret,6,Lain-Lain PAD yang Sah,1291896949332.3,231845769985.91998,28.71,2025-03-01,28.71
Bali,22,2025,4,April,6,Lain-Lain PAD yang Sah,1291896949332.3,124241694996.71002,38.33,2025-04-01,38.33
Bali,22,2025,5,Mei,6,Lain-Lain PAD yang Sah,1291896949332.3,104069781327.34998,46.38,2025-05-01,46.38
Bali,22,2025,6,Juni,6,Lain-Lain PAD yang Sah,1291896949332.3,0.0,41.52,2025-06-01,41.52
Bali,22,2025,7,Juli,6,Lain-Lain PAD yang Sah,1291896949332.3,90889858391.88,48.55,2025-07-01,48.55
Bali,22,2025,8,Agustus,6,Lain-Lain PAD yang Sah,1291896949332.3,69852357590.08997,53.96,2025-08-01,53.96
Bali,22,2025,9,September,6,Lain-Lain PAD yang Sah,1291896949332.3,72688715558.26001,59.58,2025-09-01,59.58
Bali,22,2025,10,Oktober,6,Lain-Lain PAD yang Sah,1291896949332.3,71590145384.55005,65.13,2025-10-01,65.13
Bali,22,2025,11,November,6,Lain-Lain PAD yang Sah,1291896949332.3,51657533743.849976,69.12,2025-11-01,69.12
Bali,22,2025,12,Desember,6,Lain-Lain PAD yang Sah,1291896949332.3,68488506238.97998,74.43,2025-12-01,74.43
Bali,22,2023,1,Januari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4183806403.82,6.89,2023-01-01,6.89
Bali,22,2023,2,Februari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4412237925.0,14.15,2023-02-01,14.15
Bali,22,2023,3,Maret,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4742208182.0,21.96,2023-03-01,21.96
Bali,22,2023,4,April,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4502567555.0,29.38,2023-04-01,29.38
Bali,22,2023,5,Mei,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,0.0,29.38,2023-05-01,29.38
Bali,22,2023,6,Juni,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4772352235.0,37.23,2023-06-01,37.23
Bali,22,2023,7,Juli,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,5022713763.0,45.5,2023-07-01,45.5
Bali,22,2023,8,Agustus,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4944086344.0,53.64,2023-08-01,53.64
Bali,22,2023,9,September,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4786584408.0,61.53,2023-09-01,61.53
Bali,22,2023,10,Oktober,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,3193977544.0,66.78,2023-10-01,66.78
Bali,22,2023,11,November,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,5168211194.0,75.29,2023-11-01,75.29
Bali,22,2023,12,Desember,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,60733332000.0,4941494467.650002,83.43,2023-12-01,83.43
Bali,22,2024,1,Januari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,4702173711.0,6.72,2024-01-01,6.72
Bali,22,2024,2,Februari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,4572981666.0,13.26,2024-02-01,13.26
Bali,22,2024,3,Maret,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,4559813136.0,19.77,2024-03-01,19.77
Bali,22,2024,4,April,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,4913881321.0,26.8,2024-04-01,26.8
Bali,22,2024,5,Mei,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,4865279996.0,33.75,2024-05-01,33.75
Bali,22,2024,6,Juni,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,4926062489.0,40.79,2024-06-01,40.79
Bali,22,2024,7,Juli,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,6065909901.0,49.46,2024-07-01,49.46
Bali,22,2024,8,Agustus,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,5305321354.0,57.04,2024-08-01,57.04
Bali,22,2024,9,September,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,3513192753.0,62.06,2024-09-01,62.06
Bali,22,2024,10,Oktober,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,5221151386.0,69.53,2024-10-01,69.53
Bali,22,2024,11,November,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,4919443199.0,76.56,2024-11-01,76.56
Bali,22,2024,12,Desember,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,69966832899.0,5648476098.949997,84.63,2024-12-01,84.63
Bali,22,2025,1,Januari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,314133710.0,2.52,2025-01-01,2.52
Bali,22,2025,2,Februari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,186783675.0,4.02,2025-02-01,4.02
Bali,22,2025,3,Maret,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,24015888818.0,196.82,2025-03-01,196.82
Bali,22,2025,4,April,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,3616442712.0,225.85,2025-04-01,225.85
Bali,22,2025,5,Mei,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,160473361.0,227.14,2025-05-01,227.14
Bali,22,2025,6,Juni,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,13457187730.0,335.17,2025-06-01,335.17
Bali,22,2025,7,Juli,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,0.0,229.93,2025-07-01,229.93
Bali,22,2025,8,Agustus,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,0.0,229.93,2025-08-01,229.93
Bali,22,2025,9,September,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,316107508.0,232.47,2025-09-01,232.47
Bali,22,2025,10,Oktober,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,152281484.0,233.69,2025-10-01,233.69
Bali,22,2025,11,November,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,159023455.0,234.97,2025-11-01,234.97
Bali,22,2025,12,Desember,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,12456625376.0,0.0,234.97,2025-12-01,234.97
Bali,22,2023,1,Januari,3,Pajak Daerah,11070529470454.0,794568756298.58,7.18,2023-01-01,7.18
Bali,22,2023,2,Februari,3,Pajak Daerah,11070529470454.0,854186246460.5201,14.89,2023-02-01,14.89
Bali,22,2023,3,Maret,3,Pajak Daerah,11070529470454.0,836277057594.1001,22.45,2023-03-01,22.45
Bali,22,2023,4,April,3,Pajak Daerah,11070529470454.0,935171431721.7998,30.89,2023-04-01,30.89
Bali,22,2023,5,Mei,3,Pajak Daerah,11070529470454.0,0.0,30.89,2023-05-01,30.89
Bali,22,2023,6,Juni,3,Pajak Daerah,11070529470454.0,983981773066.2002,39.78,2023-06-01,39.78
Bali,22,2023,7,Juli,3,Pajak Daerah,11070529470454.0,1210326375562.2998,50.72,2023-07-01,50.72
Bali,22,2023,8,Agustus,3,Pajak Daerah,11070529470454.0,1290632322091.2998,62.37,2023-08-01,62.37
Bali,22,2023,9,September,3,Pajak Daerah,11070529470454.0,1191302350535.5,73.14,2023-09-01,73.14
Bali,22,2023,10,Oktober,3,Pajak Daerah,11070529470454.0,1262256660030.7002,84.54,2023-10-01,84.54
Bali,22,2023,11,November,3,Pajak Daerah,11070529470454.0,1250761338784.0,95.84,2023-11-01,95.84
Bali,22,2023,12,Desember,3,Pajak Daerah,11070529470454.0,1210827470457.0,106.77,2023-12-01,106.77
Bali,22,2024,1,Januari,3,Pajak Daerah,16403059176526.0,1005947520230.5,6.13,2024-01-01,6.13
Bali,22,2024,2,Februari,3,Pajak Daerah,16403059176526.0,898854797097.6001,11.61,2024-02-01,11.61
Bali,22,2024,3,Maret,3,Pajak Daerah,16403059176526.0,978532189873.1001,17.58,2024-03-01,17.58
Bali,22,2024,4,April,3,Pajak Daerah,16403059176526.0,1109728967384.9,24.34,2024-04-01,24.34
Bali,22,2024,5,Mei,3,Pajak Daerah,16403059176526.0,1102619388624.9,31.07,2024-05-01,31.07
Bali,22,2024,6,Juni,3,Pajak Daerah,16403059176526.0,1135942733352.4004,37.99,2024-06-01,37.99
Bali,22,2024,7,Juli,3,Pajak Daerah,16403059176526.0,1399204500271.3994,46.52,2024-07-01,46.52
Bali,22,2024,8,Agustus,3,Pajak Daerah,16403059176526.0,1512925206438.7002,55.74,2024-08-01,55.74
Bali,22,2024,9,September,3,Pajak Daerah,16403059176526.0,1437005909911.5,64.5,2024-09-01,64.5
Bali,22,2024,10,Oktober,3,Pajak Daerah,16403059176526.0,1496192111554.0,73.63,2024-10-01,73.63
Bali,22,2024,11,November,3,Pajak Daerah,16403059176526.0,1359646726349.0,81.92,2024-11-01,81.92
Bali,22,2024,12,Desember,3,Pajak Daerah,16403059176526.0,1689872802607.0,92.22,2024-12-01,92.22
Bali,22,2025,1,Januari,3,Pajak Daerah,16558705828252.0,980583347927.2,5.92,2025-01-01,5.92
Bali,22,2025,2,Februari,3,Pajak Daerah,16558705828252.0,1056950110527.0,12.3,2025-02-01,12.3
Bali,22,2025,3,Maret,3,Pajak Daerah,16558705828252.0,1022396366237.7,18.48,2025-03-01,18.48
Bali,22,2025,4,April,3,Pajak Daerah,16558705828252.0,976768736245.2002,24.38,2025-04-01,24.38
Bali,22,2025,5,Mei,3,Pajak Daerah,16558705828252.0,1113251807425.9995,31.1,2025-05-01,31.1
Bali,22,2025,6,Juni,3,Pajak Daerah,16558705828252.0,1210237195328.2002,38.41,2025-06-01,38.41
Bali,22,2025,7,Juli,3,Pajak Daerah,16558705828252.0,1427305590588.7998,47.03,2025-07-01,47.03
Bali,22,2025,8,Agustus,3,Pajak Daerah,16558705828252.0,1497196535297.2012,56.07,2025-08-01,56.07
Bali,22,2025,9,September,3,Pajak Daerah,16558705828252.0,1503852439616.6992,65.15,2025-09-01,65.15
Bali,22,2025,10,Oktober,3,Pajak Daerah,16558705828252.0,1478402547646.0,74.08,2025-10-01,74.08
Bali,22,2025,11,November,3,Pajak Daerah,16558705828252.0,1309617252139.0,81.99,2025-11-01,81.99
Bali,22,2025,12,Desember,3,Pajak Daerah,16558705828252.0,1342510254817.0,90.1,2025-12-01,90.1
Bali,22,2023,1,Januari,2,Pendapatan Asli Daerah (PAD),15499976458608.0,905064004324.91,5.84,2023-01-01,5.84
Bali,22,2023,2,Februari,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1021843561930.4899,12.43,2023-02-01,12.43
Bali,22,2023,3,Maret,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1491555704806.2002,22.05,2023-03-01,22.05
Bali,22,2023,4,April,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1103244817643.3003,29.17,2023-04-01,29.17
Bali,22,2023,5,Mei,2,Pendapatan Asli Daerah (PAD),15499976458608.0,0.0,29.17,2023-05-01,29.17
Bali,22,2023,6,Juni,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1187027678962.5,36.83,2023-06-01,36.83
Bali,22,2023,7,Juli,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1438458122484.6992,46.11,2023-07-01,46.11
Bali,22,2023,8,Agustus,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1535406514425.2002,56.02,2023-08-01,56.02
Bali,22,2023,9,September,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1407629936889.7002,65.1,2023-09-01,65.1
Bali,22,2023,10,Oktober,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1491312026059.0,74.72,2023-10-01,74.72
Bali,22,2023,11,November,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1477280896003.0,84.25,2023-11-01,84.25
Bali,22,2023,12,Desember,2,Pendapatan Asli Daerah (PAD),15499976458608.0,1514511304465.0,94.02,2023-12-01,94.02
Bali,22,2024,1,Januari,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1167443755633.0,5.71,2024-01-01,5.71
Bali,22,2024,2,Februari,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1108904289858.1,11.13,2024-02-01,11.13
Bali,22,2024,3,Maret,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1748912113031.9,19.68,2024-03-01,19.68
Bali,22,2024,4,April,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1317902092292.2998,26.12,2024-04-01,26.12
Bali,22,2024,5,Mei,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1396037269089.4004,32.95,2024-05-01,32.95
Bali,22,2024,6,Juni,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1412942419496.0,39.86,2024-06-01,39.86
Bali,22,2024,7,Juli,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1632516978634.6006,47.84,2024-07-01,47.84
Bali,22,2024,8,Agustus,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1772871332559.6992,56.51,2024-08-01,56.51
Bali,22,2024,9,September,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1710719217516.0,64.87,2024-09-01,64.87
Bali,22,2024,10,Oktober,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1705622096043.0,73.21,2024-10-01,73.21
Bali,22,2024,11,November,2,Pendapatan Asli Daerah (PAD),20452894611428.0,1571360124896.0,80.89,2024-11-01,80.89
Bali,22,2024,12,Desember,2,Pendapatan Asli Daerah (PAD),20452894611428.0,2199071252068.0,91.65,2024-12-01,91.65
Bali,22,2025,1,Januari,2,Pendapatan Asli Daerah (PAD),20835384966790.0,1164849018860.7,5.59,2025-01-01,5.59
Bali,22,2025,2,Februari,2,Pendapatan Asli Daerah (PAD),20835384966790.0,1929860611090.4001,14.85,2025-02-01,14.85
